text_a	label
以及美元指數走勢疲弱,進而帶動新臺幣兌美元匯率強勁升值。金融業營運方面,受惠於國內外景氣穩定復甦,帶動企業及個人貸款需求暨提升銀行業者獲利表現,	Y
協助推動金融科技發展10項措施如下擴大行動支付運用及創新。鼓勵銀行與P2P網路借貸平台合作。促進群眾募資平台健全發展。鼓勵保險業開發FinTech大數據應用創新商品。建置基金網路銷售平台發展智能理財服務等。推動金融業積極培育金融科技人才。打造數位化帳簿劃撥作業環境。分散式帳冊技術應用研發。建立金融資安資訊分享與分析中心(F-ISAC)。打造身分識別服務中心。金融科技發展衝擊實體通路生存價值,金管會要求各銀行分派2016至2018年度盈餘時,在稅後盈餘的5%-1%區間提列特別盈餘公積	Y
將可因應市場國際化潮流。為提供客戶更便捷的服務,本行近年積極拓展行外ATM,希藉由通路之延伸,提昇本行品牌形象及知名度,105年底全行已設置行內外ATM共904台。本行106年度預計營運目標業務項目106年目標存款業務(含外幣)年底平均餘額新臺幣4,813億元放款業務(不含信用卡業務)年底平均餘額新臺幣2,831億元外匯業務年度承作量為37億美元營業績效相關指標提升:包括逾放比低於同業平均水準,及因應BASEL3規定,維持資本水準以提前符合108年各項資本比率標準。冀望在全體股東的鞭策及全體同仁的努力下,達成各項營運目標,締造更優異之業績,以不負各位股東及社會大眾之期許,爾後尚祈各位股東繼續惠予本行策勵及指正。	N
據此,本行於每年年底以前,針對來年之市場概況、景氣波動及利率走勢等加以評估,研擬出各項業務重點,同時參照以前年度之產品獲利能力,及可能發展空間等,進行各項假設,決定次年度之業務成長目標及利率等,並依各項業務之成長	Y
整體來說仍受經濟景氣、人口結構及政府政策的影響：105年全球景氣復甦力道疲弱,加上兩岸產業及國際品牌競爭加劇,內外需求展望均轉趨審慎,因此國、內外經濟仍將受到不確定因素影響,國內投資人的理財態度仍持續偏向保守穩健,從追求報酬轉而尋求低風險與穩定性。目前國內老年人口佔總人口比率、平均餘命、老化指數等重要人口統計指標一直逐年增長,臺灣人口老化已成為一個持續性的現象,因此國人將更加重視退休規劃,而長年期儲蓄險及年金商品即為退休規劃及對抗長壽風險最好的工具之一。金管會為促進壽險業者發展而研擬利多政策,例如辦理網路投保業務、推動開發具外溢效果之健康管理保險商品、訂定小額終老保險商品相關規範及引進監理沙盒觀念並鼓勵「金融科技創新」,將來保險商品的發展將越趨多元。全球人壽多年來以穩健之財務控管及永續經營原則	N
淨值報酬率(ROE)為44%;資產品質方面,逾期放款比率為10%,備抵呆帳覆蓋率為1183%,持續維持良好的資產品質。多年來本行持續以穩健成長及在地深耕之經營策略拓展各項業務,中華信用評等公司於106年1月16日公布本行長、短期信用評等為「twA/twA-1」,評等展望仍分別維持「穩定」。整體而言,本行營運狀況、資本、獲利水準及資產品質皆獲肯定。財務收支及獲利能力105年度之利息淨收益為99億元,利息以外之淨收益為08億元,淨收益總計為07億元,扣除呆帳淨提列72億元及營業費用09億元後,稅前淨利為26億元,稅後淨利為36億元。	N
藉由開拓新應用場景,滿足商戶及消費者創新數位支付需求。企業金融業務持續策略性地深化企金客戶黏稠度及貢獻度,另積極拓展大中華及東南亞重點市場,藉由本行集團海內外網點發展區域性連結效益,提供客戶完整且優質的金融服務,促使成為亞太區域性金融機構。透過SME組織轉型,整合前、中、後台之流程,提供客戶差異化之金融服務及體驗,以提升客戶貢獻度。針對SME業務人員未來之職責及職能檢測,規劃其專屬之培訓課程,後續學習教導方式著重在過程中累積實務經驗,以內化學員所學並提升實戰力。外匯業務持續發展海內外之跨境支付平台,進一步強化功能完整性並建置企業營運金流中心,深化客戶往來黏度,同時開發多樣化同業合作業務,強化海內外外匯產品完整性	Y
﻿106年國內產物保險市場規模持續平穩成長,簽單保費收入達新台幣1,567億元,較上一年度成長4%,主因市場自律規範驅動主要商品費率上升所致,包括任意車險、商業火險及責任保險等等。此外,106年度國內市場因求償意識升高、大型個案以及105年台南地震部份賠款遞延等因素,汽車保險、火災保險及責任保險賠款明顯增加,各險賠款合計達884億元,較上一年度增加13%。106年度本公司稅前純益5億2仟萬餘元,稅後淨利為4億5仟萬餘元；簽單保費收入為76億元,較上一年度成長6%。其中任意車險業績持平,財責保險包括商火、工程及責任保險因中大型業務及持續推動質優責任險計成長11%。住家保險受新成屋貸款減縮,小幅負成長5%；運輸保險受到進出口及船舶費率持續下降成長率為-11%；健康傷害保險持續改革獲利調整業務結構,衰退7%。106年受惠健傷險改革奏效賠款下降	Y
﻿營業計畫及經營策略實施成果單位：新臺幣佰萬元項目106年度決算數105年度決算數增減比率(%)承銷暨買入各類票券2,632,7042,457,30114融資性商業本票發行金額2,237,8492,165,84432買賣各類票券8,661,2788,427,01678買賣各類債券5,116,3245,646,907-40平均保證發行商業本票餘額152,652152,16032逾期授信金額00-逾期授信比率(%)00-預算執行情形單位：新臺幣佰萬元項目106年度決算數106年度預算數達成率(%)承銷暨買入各類票券2,632,7042,207,630125融資性商業本票發行金額2	N
281,149健康傷害險686,4624,030690,492子公司29,9084,83834,746合計8,506,501584,3809,090,881占總保費收入%57%43%100%預算執行情形本公司105年度未發佈經會計師簽證財務預測,故無預算達成情形。財務收支及獲利能力分析本公司105年度受到地震、科技廠大火、颱風等災害影響,核保獲利略為衰退,但整體營業收入(包含滿期保費收入及投資收益)則有5%的成長,合併營業收入為6,306	Y
運用全行餘裕資金,視市況伺機建置交易部位及投資部位之公債,公司債則以本行保證及公營事業發行者為主,另外幣債持續建置流動性佳之公債及金融債,或優質之公司債,以提升金融商品操作淨收益。因應主客觀金融環境變化,靈活運用交易策略,順勢操作匯、利率及權益等各項金融商品,拓增本行獲利來源。掌握時機適時拋補外匯部位,彈性運用期差交易,有效調整資金配置,並加強外匯資金操作以增加匯差收益。規劃建置金融商品交易整合系統,整合前中後台交易流程,提高交易效率	Y
滿足國內企業及當地臺商對新南向國家投資或拓展業務資金之需求,金管會執行「新南向政策-金融支援」工作,訂定「本國銀行加強辦理中小企業放款方案」與「獎勵本國銀行辦理新創重點產業放款方案」,滿足新南向目標國家地區投資或經營業務所需資金;此外,亦訂定「獎勵本國銀行加強辦理於新南向政策目標國家授信方案」,將本國銀行於該區授信金額及其成長率列入評分標準,增加銀行業放款意願,創造金融與產業雙贏。為響應政府都市更新政策,金管會刻推動修正銀行法第75條,掃除長年阻礙銀行行舍都更的條文,讓銀行都更更有彈性,如順利推動修法,有助擁有大量自用行舍的公股行庫,展開大規模都更重建。總體經營環境展望未來,隨全球景氣緩步回升,國際原物料價格回穩,出口可望持續增溫	N
577億元,其中臺幣放款為1,459億元、外幣放款為118億元。稅前損益:16億元。	N
加強授信風險管控,優化授信資產組合品質。因應105年3月央行修正「中央銀行對金融機構辦理購置住宅貸款及土地抵押貸款業務規定」,放寬空地貸放限制,回歸自主管理。本公司已建立審核機制,逐案簽核審查相關不動產授信案,以利掌握個案風險。2016年全球政經事件頻傳,英國脫歐與川普當選加據金融市場波動,進一步增加股匯債投資風險。隨著FED啟動升息循環及川普推動新政,均將增添市場不確定性,考量今年整體投資風險,將合理調整投資組合存續期與收益率。	N
每月就追蹤中之「法遵追蹤案件」依職掌部處填報後續辦理執行情形彙總陳報本行法令遵循主管。依據金融控股公司及銀行業內部控制及稽核制度實施辦法辦理年度會計師個人資料保護與防制洗錢及打擊資恐機制專案查核委託會計師事務所辦理「105年度個人資料保護內部控制制度專案查核」及「106年上半年度防制洗錢及打擊資恐內部控制制度專案查核」。在企業社會責任方面積極落實推動企業社會責任,實踐永續經營之價值1105年企業社會責任(CSR)報告書通過英國標準協會(BSI)兩階段查證,獲該組織核發「獨立保證意見聲明書」,彰顯本行企業社會責任規範已符合國際標準	Y
105年度營業結果國內外金融環境、公司組織變化情形國內外金融環境變化105年初美元指數一度受聯準會(Fed)延後升息影響走弱,惟下半年由於美國景氣升溫,加以Fed於12月升息,並預估106年升息次數將達3次,促使資金持續回流美國,美元指數迅速攀升,日圓、歐元、人民幣等主要貨幣兌美元匯價呈現全面貶值趨勢。106年主要國家如日本、歐元區均將調整或修正其寬鬆貨幣政策,中國大陸透過引導人民幣走貶,以及結構改革政策,包括供給側改革、擴點自貿區等,積極進行結構改革工程。另美國聯準會升息速度將取決於美國經濟成長的力道,美國新任總統川普之政見側重基礎建設以及財政政策的擴張。以上種種因素,預料對全球經濟以及總體政策走向將有重要影響。在國內金融環境方面	N
行政院主計總處於一○七年二月十三日發布預測我國一○七年經濟成長率為42%,較一○六年度經濟成長率86%略緩。一○七年本行將以「穩增長、調結構、提市佔」為營運主軸,透過虛實通路的整合佈建、數位金融與行動服務創新,以「金融即生活,生活即金融」為理念,打造無時不在、無處不在的生活化金融科技體驗為目標,並將秉持以客戶為導向的經營理念,建立更主動、積極服務的企業文化,致力成為客戶心目中最值得信賴託付的首選品牌。在藉由法人金融與個人金融業務團隊相互合作	Y
本公司截至106年12月31日止外匯價格變動準備餘額51億元。外匯價格變動準備之影響：（單位：億元,每股盈餘為元）影響項目未適用金額適用金額影響數稅後淨利$51$11$60每股盈餘111908外匯價格變動準備-5151權益80195251106年度預算執行情形（單位：億元）項目106年度預算數106年度實際數達成比率稅前淨利0869218%達成率高之主因,係持續佈局海外固定收益債券及高殖利率股票提高經常性收益,以及負債成本持續每年降10個基本點以上所致。本公司106年5月12日經中華信用評等公司評定財務實力評等及發行體信用評等等級為twAA-,評等展望為穩定的信評結果。商品開發方面,106年新光人壽仍以堆疊長期基礎利益為主要商品策略。為響應政策提高國人保險保障,新光人壽持續強化推動保障型商品,配合政策推出「頌愛心小額終身壽險」,提供民眾基礎的壽險保障	Y
106年度營業結果國內外金融環境及本行組織變化情形國內外經濟、金融環境106年全球經濟持續成長,美國經濟溫和擴張,歐元區景氣普遍復甦,日本經濟增溫,中國成長持穩。國內經濟受惠於全球貿易續增,推升出口動能;民間消費溫和成長,惟民間投資尚緩,主計總處估計106年經濟成長率為86%。就業市場續呈改善,106年失業率為76%;物價持穩,106年消費者物價指數年增率為62%。金融情勢方面,美國、英國、加拿大等主要國家陸續升息,貨幣政策漸趨正常化。國內中央銀行為維繫經濟成長動能,利率連六季維持不變。金融業營運方面	Y
本行深耕財富管理業務多年,在國內189家分行配置400多位理財顧問提供客戶專業服務,105年財富管理業務手續費收入較104年成長22%。創新產品優化通路,經營客戶虛實體驗105年10月台灣金融研訓院首次公佈金融創新指數,其中在銀行創新方面,本行獲選為創新能力綜合表現最佳的銀行之一,顯見本行在數位金融創新及發展持續領先;且本行積極進行金融科技專利布局,以維繫競爭優勢,至106年4月止,已向經濟部智慧財產局提出30項(共40件)專利申請	Y
提升房貸壽險商品滲透率;強化跨單位合作推廣,發揮交叉行銷之綜效。卡片業務:針對不同客群,推出具備專屬功能及權益之信用卡,落實客戶區隔行銷,以擴大本行發卡規模及拓展收單業務。電子商務/網路銀行業務:整合電子通路代收代付業務及網路交易代收代付服務,引導既有客戶及新客戶善加利用。結合金融科技、社群媒體與支付,發展數位存款專屬之獨立品牌與行動支付APP。積極發展行動金融APP,強化即時訊息通知功能;透過社群媒體,拉近與粉絲距離,掌握客戶實際之需求。海外拓展業務:擴大兩岸金融市場服務範疇	N
80318,33365所得稅費用(2,0(2,7156本期淨利14,71215,63311每股盈餘(元)172560106年度本公司個體綜合損益預算與實際執行情形表列如下:單位：新台幣佰萬元；%項目實際數預算數達成率(%)收益14,55815,62915費用及損失(2(3193稅前淨利14	N
也將改變金融版圖,面對此趨勢,本金控已將發展數位金融列為重要經營策略,除運用科技做作業流程創新及優化,以提升作業效能及強化風控外,同時也將運用行動裝置提升業務人員生產力、推展行動金融及行動支付、開拓數位平台新客戶、朝機器人理財邁進、評估FinTech產業投資機會等列為重要策略方向,以掌握數位金融趨勢與商機。此策略方向目前已獲豐盛成果,銀行子公司105年與5家同業成為HCE信用卡第一波上線銀行,共同開展國內行動支付的新里程碑,而證券及銀行兩家子公司在金融與科技結合的努力,獲頒多個數位金融卓越獎項,未來本金控仍將持續結合科技與金融,致力於數位金融服務創新,使客戶更便利地享受本金控的優質金融服務。	N
但需留意全球金融市場波動加劇、美國升息幅度及時程等不確定因素之效應。金融機構競相為氾濫的熱錢尋找出路,預期國內金融市場仍將維持激烈競爭局面。本公司仍將持續深耕本業,秉持兢兢業業、戮力以赴的態度,強化風險控管及資本運用效率,提升競爭力與經營效能,以降低外部環境對本公司的衝擊。各項影響評估請參見本年報第58頁至第61頁及第162頁至第163頁。	N
稅後純益目標為新台幣86億元。積極優質成長本公司在優質成長提升獲利的目標下,穩健提昇業務規模與市場地位,同時考量內外部環境變數,據此編列107年度簽單保費收入預算目標為新台幣76億元,較106年度成長4%。為達上述經營目標,訂定本公司107年經營方針如下：發揮人才潛能業績優質成長主動觸發客戶各險全保泰安力推高價值商品直客通路價量齊揚各單位緊密結合貫徹執行力與綜效加強內稽內控資安法令遵循	Y
提升本行外匯業務國際市場競爭力。數位銀行業務:客群導向經營數位族群,打造最佳客戶體驗,成為客戶依賴的全方位通路。金融行銷業務:建置完善商品規劃平台,透過銷售前、中、後風險點控管分工機制以妥善制定內部規範;並積極拓展產品線及通路範圍,以強化商品多樣性及適配性服務。私人銀行業務:擴大事業處整體營運規模及效益、持續優化香港私人財富管理平台、評估事業處第二海外據點方案、整合集團資源提供客戶個人/家族全方位需求。海外業務:整合運用本行海內外資源,持續建構各項基礎建設,並完善海外管理架構及模式;善用集團優勢發揮營運綜效,依海外發展策略建構完整且優質之區域性金融服務平台。█預期營業目標與其依據106年度營業目標單位:新臺幣億元主要項目目標存款20,867放款(含信用卡循環信用)14,255信用卡603萬卡目標依據本行預算編製之原則,乃是將全行整體資金作最佳之分配與規劃	Y
未來公司的發展策略‧調整收益結構,厚植成長動能‧強化資金運用,注重法遵風控‧結合金控資源	N
以提升資金運用效益及永續經營；在整合行銷面,本著集團多元商品與精緻服務之優勢,透過行動化系統及大數據應用,精準管理客戶資訊,藉由先進完整之全方位服務,滿足客戶各式金融需求,加深客戶對集團之黏著度；全面推動效率化經營,有效運用經費與加強成本控管,同時運用資料科學及科學化工具,打造專業的服務團隊,並結合集團資源,提升公司經營效率。此外,為掌握海外市場商機及累積未來成長動能,本公司除持續深耕大陸與越南市場,落實在地經營,並持續評估拓展其他海外市場機會,以穩健踏實的腳步朝「亞太地區最佳金融機構」邁進。	Y
將積極配合導入創新技術,透過財金公司區塊鏈平台一同打造互聯共享的創新商業模式,追求安全與快速地達到規模經濟效益。在拓展海外市場方面,將持續推動越南及緬甸辦事處升格為分行;此外將加強新種業務之開發,以提升香港分行收益。為發揮金控交叉行銷綜效,亦將繼續強化與金控集團內之關係企業合作,以提升金融營運效益,加強開發各項新種金融業務,滿足不同客層之金融需求,藉以擴大經營規模暨提供更完整之全方位金融服務。承蒙客戶、金控母公司及董監事多年的支持與愛護,本行將繼續努力不懈,使經營績效能更進一步提昇,以回饋金控母公司及社會。董事長	Y
深耕大陸市場經營,以擴大海外資產規模及獲利佔比。發展交易金融業務,拓展存款客源,優化存款結構,維護穩健放款利差。落實主動式風險管理,嚴控資產品質。推廣二代企網銀平台及B2B2C業務,複製企業理財業務經驗,主辦國內外聯貸,提供結構型融資及客製化金融商品,創造更多高附加價值的收益。金融市場業務:鞏固外匯保證金交易市場領導地位,深耕既有客戶關係,運用社群媒體、網路等多重通路持續開發新客源。擴大投資及交易部位,提升金融商品自主設計能力,開創新獲利來源。多樣化金融商品銷售,提供多元資產配置,靈活交易策略,以提升客戶滲透率。重新定位TMU目標客層,延伸大型法金客戶及個金理財客群	Y
呈現負成長,然企業保險整體市場仍為正成長。本公司在市場激烈競爭下仍致力維持費率水準,並開發特殊商品專案,拓展新客戶及推動中小業務成長;企業保險整體簽單保費9億元,成長率1%,市佔率8%。海外據點經營狀況:廈門子公司持續深耕中國各地,包含廈門、福建、四川、重慶,以及東北的遼寧與大連,已設有50個服務據點。105年保費人民幣6億元(約新台幣0億元),成長率9%;保費規模在廈門市佔率排名第6,在全國22家外資公司中排名第5	Y
一○七年營業計畫展望一○七年,全球經濟預期在製造業的帶動及國際原物料商品價格能夠持續穩定下,全球貿易動能可望維持審慎樂觀。惟外在環境仍還是充滿著諸多不確定的影響變數,包括:先進經濟體貨幣政策變化,利率水準面臨上升壓力、國際金融匯率走勢與波動、部分地緣政治風險持續上升、中國大陸經濟成長減緩等,雖然受到基期較高因素影響,依據國際機構預測全球經濟仍將呈現溫和成長。台灣係以出口為導向的小型開放經濟體,受到全球經貿景氣連動影響甚鉅,在我國出口動能可望延續及政府積極推動前瞻基礎建設計畫、五加二產業創新計畫、全民稅改方案等措施,帶動民間消費與投資動能,挹注我國經濟發展能量。然而在前一年度基期墊高及預期全球貿易成長趨緩情形下	Y
並鼓勵取得專業證照,提升專業技能與人員素質。強化集團法令遵循教育訓練,提高員工防制洗錢與打擊資助恐怖主義責任意識,並持續督導集團各子公司有效執行法令遵循制度,俾落實法令功能。落實集團風險管控機制,監控信用風險集中度,加強作業風險資訊管理,有效強化並完善風險管理能力。建置完善公司治理架構,充分揭露集團社會責任方針及財務業務相關資訊,強化對股東及投資人資訊透明度,維護客戶隱私及重視服務滿意度,塑造企業優質形象。扶助弱勢者取得融資協助,持續辦理各項專案貸款,並積極參與公益活動,關懷偏鄉學童及弱勢團體,落實「取之社會、用之社會」理念,履行企業社會責任。	N
未來發展策略調整資產負債結構,落實風險訂價原則,提升資本運用效益。加強中小企業融資,持續拓展優質授信,穩固核心經營利基。優化電子服務平台,創新數位金融服務,增進營運產出效能。精進理財專業服務,滿足客戶投資需求,增裕手收獲利貢獻。積極佈建南向據點	Y
創造消金服務的新體驗,提升優質客群的經營價值。在消金團隊方面,建立區域顧問,強化團隊專業與行銷戰力。支付金融、跨業合作:因應第三方支付、ApplePay等國際多項創新支付的發展趨勢,聚焦跨境應用、行動支付與新興收付等領域,結合長期合作夥伴共同打造便利的支付生活圈。證券業務、共創價值:以顧客體驗為核心,結合科技的力量,提供便利的電子證券交易服務,並持續整合證券據點與結合銀行資源,系統性精進中後檯作業效率,提升通路經營效益。中小企業、首選品牌:玉山專業團隊,企業成功的靠山,以長期深耕中小企業的厚實基礎	N
提存前稅前淨利1,129百萬元,呆帳提存754百萬元,呆帳收回378百萬元,提存後稅前淨利為753百萬元,稅前淨利預算達成率72%。在逾放的部分,逾放比為23%,逾放覆蓋率為539%,維持良好之資產品質。財務收支及獲利能力分析合併單位:新臺幣仟元項目年度105年度104年度成長率利息淨收益2,199,8572,074,89602%利息以外淨收益1,735,1041,932,04019%)淨收益合計3,934,9614,006,93680%)呆帳費用及保證責任準備提存(迴轉)數376,693(119,1(427%)營業費用2,796,7752	Y
備抵呆帳覆蓋率下降105年底本國銀行逾放比率27%,較104年底逾放比率23%,小幅上升04個百分點。105年底本國銀行備抵呆帳覆蓋率593%,較104年底備抵呆帳覆蓋率543%,下降50個百分點。本國銀行在中國大陸布局趨緩由於中國大陸經濟成長走緩,不良貸款率漸升,盈餘成長動能縮減	Y
落實洗錢防制等相關作業,106年金管會修訂「國際金融業務分行管理辦法」、「金融控股公司及銀行業內部控制及稽核制度實施辦法」、「金融機構防制洗錢辦法」、「銀行業及電子支付機構電子票證發行機構防制洗錢及打擊資恐內部控制要點」,要求OBU重新檢視客戶身分、對帳戶進行KYC(認識客戶)與風險程度分級。短期內此將使得金融機構之人員訓練、系統建置及組織調整等成本明顯上升,但長期而言,仍有利於我國金融業海外布局與營運、提升國際競爭力。	N
金融業的經營處境也會充滿挑戰,本行仍將會堅守誠正信實的經營理念,發揮靈活機動的經營策略,在具有利基的業務上持續擴充,並嚴格落實風險管控。公司組織變化情形成立龍井分行、太平分行、田中分行,拓展通路版圖,提供偏鄉地區中小企業及民眾更便捷的金融服務。營業計畫及經營策略實施成果本行105年主要經營成效設立龍井分行、太平分行、田中分行,拓展通路版圖。強化數位銀行業務,目前已有線上預約開戶、線上約定轉入帳號、臺幣帳戶線上結清銷戶、信託開戶、認識客戶及風險承受度測驗、線上申請房貸、線上申請信用卡等業務。為厚植經營實力,發行次順位金融債券新臺幣十八億元,強化資本結構。新版官方網站正式上線,支援版面自動適應功能,方便行動裝置使用。外幣結算平台之外幣代收服務上線。建置專案管理平台,增進跨部門間之協作效率,有效管理各項專案進度。預算執行情形截至105年12月31日止	N
從心態到行動,從總公司到各地方單位,從根本翻轉思維,逐一落實各項轉型措施,引領公司朝金融科技與創新服務大步邁進。	Y
105年下半年以來景氣亦呈回穩,105年12月工業生產指數年增率25%,已連續5個月呈正成長;出口年增率自105年7月起即由負轉正,105年12月年增率更達0%,外銷訂單亦呈好轉跡象,105年12月外銷訂單以美元計價年增率3%,並已連續4個月呈正成長。此外,105年12月公布景氣對策信號連續第6個月呈現綠燈,綜合判斷分數較上月增加2分至28分,景氣領先、同時指標均續呈上升走勢	N
是成長最快速的外資產險公司。由中國保監會評測之償二代償付能力風險管理能力,在全國77家產險公司中排名第6,各監管單位舉辦之車險理賠服務品質評測中均能名列前茅。越南子公司設有胡志明市總公司及河內、帄陽與同奈分公司,105年簽單保費越盾2,861億元(約新台幣1億元),成長率9%。此外,菲律賓保險經紀人公司,105年佣金收入約新台幣1百萬元,客戶數較去年增加56家,同期成長18%;泰國保險經紀人公司,105年佣金收入約新台幣2百萬元,客戶數較去年增加50家,同期成長19%,業務表現穩定成長。落實海外市場在地化經營策略,秉持台灣專業和優質服務,掌握業績成長與獲利的契機,創造富邦正向力與優質品牌形象。財務收支及預算執行情形:105年營業收入淨額27億元,預算數為27億元,達成率11%;營業成本實際數為19億元,預算數為14億元,實支率為19%;營業費用及營業外收支淨額實際數為7億元,預算數為9億元,實支率為3%;105年整體稅後淨利2億元	Y
﻿未來公司發展策略展望未來,公司持續以「誠信、當責、創新」的核心價值,不斷追求自我提升,全面優化行銷與管理效能,並在客戶需要前預先做好準備,擴大領先優勢。在業務面,整合通路與優化流程,提供一致性客戶體驗,提升客戶對公司的品牌推薦度,並擴大組織、提升質量,強化年輕族群經營；在財務面,維持嚴謹風險控管及允當的流動性,持續管控外匯避險成本,追求國外投資部位多元化,此外,積極爭取法令鬆綁（如：排除外幣傳統型保單準備金不計入國外投資額度上限,及資本適足率制度實施股票逆景氣循環機制等）,同時因應全球景氣變化並秉持企業社會責任投資精神,進行資產配置	Y
使得風險性投資市場難有顯著之修正,各國之匯價亦普遍走升,新臺幣也因外資匯入於2月升破31元關卡,並在5月初升破30元關卡,年底以848作收。美元兌新臺幣106年之平均匯率為439,105年之平均匯率為318,新臺幣升值8%。組織變化情形在組織方面,截至106年12月底止,總行前台分置4個事業群:企業金融事業群	Y
並規劃增加可用圖形鎖或手勢與指紋辨識等機制,簡化交易程序,以因應無現金之未來支付趨勢,及吸引不同客群與本行往來。總體經營環境展望106年,全球經濟金融情勢仍存在諸多變數,包括美國川普政府政策,中國大陸供應鏈在地化與經濟結構調整,暨歐洲經濟因英國脫歐時程及德國、法國選舉等而充滿不確定,均將觸動金融市場的波動。本行將密切觀察	N
664費用及損失432,532485,201繼續營業單位稅前淨利22,866,37927,939,463本期淨利22,456,18327,201,607每股盈餘(元)6500105年度各子公司預算與實際執行情形表列如下:子公司繼續營業單位稅前淨利(實際數)繼續營業單位稅前淨利(預算數)預算達成率(%)兆豐國際商業銀行(股)公司23,057,92728,003,089兆豐證券(股)公司87,582707,100兆豐票券金融(股)公司3,571,0453,151,767兆豐產物保險(股)公司188,667596,612兆豐資產管理(股)公司476,239301,205兆豐人身保險代理人(股)公司613	N
集團客戶質量朝正向發展。持續推動華得來點數兌換平台:截至105年底,本平台累積會員數計226,755人,累計兌換筆數53,679筆、兌換總金額約115萬元(會員數較104年底成長8倍、兌換筆數增加16倍,兌換總金額成長8%)。建置集團員工銷售整合平台:建置集團跨子公司間商機進件派送及管理平台,以數位化流程提昇作業效率、快速回應客戶需求	N
近年來融資市占率逐年成長,由101年98%上升至106年94%；在承銷業務方面,透過集團整合行銷轉介,持續開發多元業務機會,106年度主、協辦件數分別為7件及32件；在提升電子金融交易方面,因應數位金融潮流,近年來持續強化電子通路金融商品服務,電子業務市占率由104年68%提升至106年85%。106年度稅後淨利為72億元,稅後每股盈餘44元。第一金投信106年底總管理資產為1,011億元,其中,公募基金規模為988億元,較105年底成長40%,同業排名第8名,非貨幣型基金規模則較105年底成長24%至324億元	N
鎖定目標客群,以年輕化、生活化、社群行銷為主要訴求,塑造本行數位形象與吸引年輕客群往來。增建海外分行企金及消金信用風險內部評等模型,以涵蓋更多曝險部位,擴大量化風險之範圍。	Y
優化使用者介面以提升使用者體驗,並加強APP功能開發,導入三方支付工具,提供更便利之投保及付款方式。深化金融科技應用基礎,持續規劃行動投保、UBI、大數據、物聯網等領域之專利申請。在車聯網領域,積極與外部機構開發創新服務模式及費率精算模型。協助企業以量化管理天災與經營風險,建置具體損害防阻措施,並持續與國際災後復原技術公司合作,引進災後復原技術,協助客戶減少營運中斷與財產的損失,成為企業客戶堅實的風險管理專業顧問及夥伴。厚植人力資本,培育優秀國際保險潛力人才,透過核心職能的不斷提升持續精進競爭力與生產力。	Y
深化兩岸特色金融服務商品;拓展本行全球金融服務版圖,提升國際知名度。證券經紀業務:提升本行證券電子下單市占率,積極開拓證券市場;輔導營業單位開發承銷客戶商機,以增挹盈收。營運管理業務:提升員工核心職能教育訓練,培育數位金融與國際金融人才,提升整體人力素質與企業競爭力。妥適發展資本規劃與資產負債管理,俾維持適足自有資本,有效支援業務發展與風險承擔決策。落實公司治理,在健全之管理制度與監控機制下,進行各項營運活動,確保股東權益	N
以創造集團整體效益極大化。在應用人工智慧、強化資安防護方面,面對金融科技浪潮席捲全球,相關產業與人才紛紛轉型,本集團近年來以「數位轉型」為經營主軸,積極導入數位化及行動化服務,整合虛實通路,經過多年耕耘,逐漸開花結果,未來除持續提升各項數位應用系統,亦將以數據技術為基礎,發展人工智慧應用,結合新興科技升級數位通路,並透過外部合作研發創新服務,循序拓展數位化、數據化、智能化的金融服務。而在追求業務創新突破的過程,資訊安全防護為構建數位金融的基礎、創新金融的基石,未來將持續提升資訊及網路系統之安全防護機制,同時整合集團資訊安全之規劃,強化資訊安全競爭力,帶給客戶更安全、有保障的智慧金融服務。在落實績效管考、貫徹法遵內控方面,為擴大集團經營規模提升市場競爭力,針對各事業核心業務之推展,尋求商品端與通路端之策略聚焦,以鞏固經營獲利根基創造成長動能,並將各事業經營績效指標列管考核,提升管理實質成效。此外	N
包括事前的教育宣導,與事後的爭議處理,透過該機構,金融消費爭議事件將可獲得更迅速、公平合理及專業的處理。制定個人資料保護法,確保個資妥善保護。為確保本公司營運所需之相關個人資料獲得妥善之保護、順應個人資料保護相關法令之要求、資訊技術之快速演進及作業環境風險日增,需以企業整體風險控管之精神,規劃與建構全面性之個人資料保護管理機制,以達到保護客戶隱私權、降低公司財務損失與商譽損失風險。制定洗錢及資恐風險評估所需之規劃、建置與管理措施。金融機構應依據「票券商防制洗錢及打擊資助恐怖主意注意事項範本」及「票券商評估洗錢及資助恐怖主義風險及訂定相關防制計畫指引」訂定洗錢及資恐風險評估所需之規劃、建置與管理措施,擬訂洗錢及資恐風險防制計畫並完成風險評估作業。制定金融服務業公平待客原則政策與策略,增進金融消費者對本公司之信心。金融消費者保護係國家金融法制進步之指標,金融監督管理委員會爰訂定「金融服務業公平待客原則」	N
